chrom,geneA,geneB,gidA,gidB,tssA,tssB,dist,bclassA,bclassB,gtypeA,gtypeB,pairclass,dist_tier,bdp_id,in_caco2_505
chr4,LRP2BP,ANKRD37,ENSG00000109771.15,ENSG00000186352.9,185395899,185396021,122,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LRP2BP_ANKRD37,False
chr4,UFSP2,C4orf47,ENSG00000109775.11,ENSG00000205129.8,185425979,185426249,270,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,UFSP2_C4orf47,False
chr5,CCDC127,SDHA,ENSG00000164366.4,ENSG00000073578.17,218153,218241,88,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CCDC127_SDHA,True
chr5,BRD9,TRIP13,ENSG00000028310.18,ENSG00000071539.14,892801,892884,83,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BRD9_TRIP13,True
chr5,MRPL36,NDUFS6,ENSG00000171421.13,ENSG00000145494.11,1801366,1801400,34,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MRPL36_NDUFS6,True
chr5,IRX2,C5orf38,ENSG00000170561.13,ENSG00000186493.12,2751677,2752131,454,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IRX2_C5orf38,True
chr5,NSUN2,SRD5A1,ENSG00000037474.15,ENSG00000145545.12,6633291,6633427,136,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NSUN2_SRD5A1,True
chr5,C5orf49,MTRR,ENSG00000215217.7,ENSG00000124275.15,7851151,7851186,35,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,C5orf49_MTRR,False
chr5,ATPSCKMT,CCT5,ENSG00000150756.14,ENSG00000150753.12,10249897,10249929,32,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATPSCKMT_CCT5,True
chr5,DROSHA,C5orf22,ENSG00000113360.16,ENSG00000082213.18,31532196,31532287,91,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DROSHA_C5orf22,True
chr5,LMBRD2,SKP2,ENSG00000164187.7,ENSG00000145604.16,36151887,36151989,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LMBRD2_SKP2,True
chr5,DHX29,MTREX,ENSG00000067248.10,ENSG00000039123.16,55307694,55307989,295,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DHX29_MTREX,True
chr5,ERCC8,NDUFAF2,ENSG00000049167.14,ENSG00000164182.11,60945073,60945205,132,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ERCC8_NDUFAF2,True
chr5,DIMT1,IPO11,ENSG00000086189.10,ENSG00000086200.16,62403939,62403972,33,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DIMT1_IPO11,True
chr5,SREK1IP1,CWC27,ENSG00000153006.16,ENSG00000153015.16,64768691,64768930,239,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SREK1IP1_CWC27,True
chr5,CENPK,PPWD1,ENSG00000123219.13,ENSG00000113593.12,65563168,65563236,68,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CENPK_PPWD1,True
chr5,DMGDH,JMY,ENSG00000132837.15,ENSG00000152409.9,79236038,79236131,93,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DMGDH_JMY,False
chr5,MTX3,THBS4,ENSG00000177034.16,ENSG00000113296.14,79991265,79991311,46,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MTX3_THBS4,False
chr5,KIAA0825,SLF1,ENSG00000185261.14,ENSG00000133302.13,94618597,94618669,72,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,KIAA0825_SLF1,False
chr5,TTC37,ARSK,ENSG00000198677.11,ENSG00000164291.17,95555007,95555101,94,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TTC37_ARSK,True
chr5,GIN1,PPIP5K2,ENSG00000145723.17,ENSG00000145725.19,103120138,103120149,11,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GIN1_PPIP5K2,True
chr5,CDKL3,UBE2B,ENSG00000006837.12,ENSG00000119048.8,134371047,134371469,422,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CDKL3_UBE2B,False
chr5,SIL1,MATR3,ENSG00000120725.13,ENSG00000015479.19,139293557,139293674,117,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SIL1_MATR3,True
chr5,APBB3,SLC35A4,ENSG00000113108.19,ENSG00000176087.15,140564781,140564828,47,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,APBB3_SLC35A4,True
chr5,HDAC3,RELL2,ENSG00000171720.10,ENSG00000164620.9,141636849,141636950,101,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HDAC3_RELL2,False
chr5,YIPF5,KCTD16,ENSG00000145817.17,ENSG00000183775.11,144170714,144170873,159,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,YIPF5_KCTD16,False
chr5,CSNK1A1,ARHGEF37,ENSG00000113712.18,ENSG00000183111.12,149551471,149551947,476,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CSNK1A1_ARHGEF37,False
chr5,HAVCR2,ITK,ENSG00000135077.9,ENSG00000113263.12,157142869,157142933,64,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HAVCR2_ITK,False
chr5,SOX30,C5orf52,ENSG00000039600.11,ENSG00000187658.7,157671480,157671533,53,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SOX30_C5orf52,False
chr5,SLU7,PTTG1,ENSG00000164609.10,ENSG00000164611.13,160421711,160421855,144,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SLU7_PTTG1,True
chr5,NUDCD2,HMMR,ENSG00000170584.11,ENSG00000072571.20,163460102,163460203,101,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NUDCD2_HMMR,True
chr5,SNCB,EIF4E1B,ENSG00000074317.11,ENSG00000175766.13,176630556,176630618,62,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SNCB_EIF4E1B,False
chr5,UIMC1,ZNF346,ENSG00000087206.17,ENSG00000113761.12,177022633,177022696,63,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,UIMC1_ZNF346,True
chr5,RAB24,PRELID1,ENSG00000169228.14,ENSG00000169230.10,177303744,177303799,55,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RAB24_PRELID1,True
chr6,LYRM4,FARS2,ENSG00000214113.10,ENSG00000145982.12,5260939,5261044,105,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LYRM4_FARS2,True
chr6,CAGE1,RIOK1,ENSG00000164304.16,ENSG00000124784.9,7389742,7389793,51,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CAGE1_RIOK1,False
chr6,C6orf52,PAK1IP1,ENSG00000137434.11,ENSG00000111845.5,10694797,10694972,175,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,C6orf52_PAK1IP1,False
chr6,TPMT,KDM1B,ENSG00000137364.5,ENSG00000165097.16,18155077,18155329,252,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TPMT_KDM1B,True
chr6,TDP2,ACOT13,ENSG00000111802.14,ENSG00000112304.11,24666930,24667035,105,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TDP2_ACOT13,True
chr6,HIST1H2AA,HIST1H2BA,ENSG00000164508.4,ENSG00000146047.6,25726527,25726777,250,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIST1H2AA_HIST1H2BA,False
chr6,HIST1H2BC,HIST1H2AC,ENSG00000180596.7,ENSG00000180573.9,26123926,26124145,219,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIST1H2BC_HIST1H2AC,True
chr6,AL031777.3,HIST1H2BF,ENSG00000282988.2,ENSG00000277224.2,26199293,26199520,227,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AL031777.3_HIST1H2BF,False
chr6,HIST1H2BG,HIST1H2AE,ENSG00000273802.2,ENSG00000277075.2,26216692,26216975,283,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIST1H2BG_HIST1H2AE,True
chr6,HIST1H2BJ,HIST1H2AG,ENSG00000124635.8,ENSG00000196787.3,27132750,27133042,292,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIST1H2BJ_HIST1H2AG,True
chr6,HIST1H2BK,HIST1H2AH,ENSG00000197903.7,ENSG00000274997.1,27146798,27147129,331,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIST1H2BK_HIST1H2AH,True
chr6,HIST1H2BL,HIST1H2AI,ENSG00000185130.5,ENSG00000196747.4,27807931,27808199,268,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIST1H2BL_HIST1H2AI,True
chr6,HIST1H2AJ,HIST1H2BM,ENSG00000276368.1,ENSG00000273703.1,27814740,27815044,304,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIST1H2AJ_HIST1H2BM,True
chr6,HIST1H2AM,HIST1H2BO,ENSG00000278677.1,ENSG00000274641.1,27893149,27893463,314,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIST1H2AM_HIST1H2BO,True
chr6,OR11A1,OR2H1,ENSG00000204694.11,ENSG00000204688.9,29457071,29457181,110,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,OR11A1_OR2H1,False
chr6,CCHCR1,TCF19,ENSG00000204536.14,ENSG00000137310.12,31158238,31158547,309,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CCHCR1_TCF19,False
chr6,ATP6V1G2-DDX39B,NFKBIL1,ENSG00000254870.5,ENSG00000204498.11,31546608,31546870,262,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATP6V1G2-DDX39B_NFKBIL1,False
chr6,CLIC1,MSH5-SAPCD1,ENSG00000213719.8,ENSG00000255152.8,31739763,31740020,257,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CLIC1_MSH5-SAPCD1,False
chr6,HSPA1L,HSPA1A,ENSG00000204390.10,ENSG00000204389.10,31815283,31815543,260,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HSPA1L_HSPA1A,False
chr6,EHMT2,C2,ENSG00000204371.11,ENSG00000166278.15,31897687,31897785,98,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EHMT2_C2,False
chr6,NELFE,SKIV2L,ENSG00000204356.14,ENSG00000204351.12,31959038,31959117,79,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NELFE_SKIV2L,True
chr6,PRRT1,PPT2,ENSG00000204314.12,ENSG00000221988.13,32153083,32153441,358,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PRRT1_PPT2,False
chr6,AGPAT1,RNF5,ENSG00000204310.13,ENSG00000204308.8,32178096,32178405,309,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AGPAT1_RNF5,False
chr6,VPS52,RPS18,ENSG00000223501.9,ENSG00000231500.7,33272047,33272075,28,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,VPS52_RPS18,True
chr6,WDR46,PFDN6,ENSG00000227057.10,ENSG00000204220.11,33289247,33289302,55,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WDR46_PFDN6,True
chr6,AL353579.1,TBC1D22B,ENSG00000286105.1,ENSG00000065491.8,37257637,37257772,135,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AL353579.1_TBC1D22B,False
chr6,MED20,BYSL,ENSG00000124641.16,ENSG00000112578.10,41921139,41921499,360,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MED20_BYSL,True
chr6,CCND3,TAF8,ENSG00000112576.12,ENSG00000137413.16,42050357,42050513,156,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CCND3_TAF8,True
chr6,TBCC,BICRAL,ENSG00000124659.7,ENSG00000112624.12,42746103,42746958,855,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TBCC_BICRAL,True
chr6,XPO5,POLH,ENSG00000124571.18,ENSG00000170734.11,43576038,43576150,112,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,XPO5_POLH,True
chr6,GTPBP2,MAD2L1BP,ENSG00000172432.19,ENSG00000124688.13,43629264,43629540,276,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GTPBP2_MAD2L1BP,True
chr6,CYP39A1,SLC25A27,ENSG00000146233.8,ENSG00000153291.16,46652830,46652915,85,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CYP39A1_SLC25A27,False
chr6,MMUT,CENPQ,ENSG00000146085.8,ENSG00000031691.7,49463253,49463370,117,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MMUT_CENPQ,True
chr6,DST,BEND6,ENSG00000151914.20,ENSG00000151917.18,56954649,56955107,458,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DST_BEND6,False
chr6,RARS2,ORC3,ENSG00000146282.18,ENSG00000135336.14,87589987,87590067,80,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RARS2_ORC3,True
chr6,RTN4IP1,QRSL1,ENSG00000130347.13,ENSG00000130348.11,106629498,106629578,80,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RTN4IP1_QRSL1,True
chr6,OSTM1,NR2E1,ENSG00000081087.15,ENSG00000112333.11,108165854,108166058,204,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,OSTM1_NR2E1,False
chr6,SESN1,CEP57L1,ENSG00000080546.13,ENSG00000183137.14,109094819,109095110,291,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SESN1_CEP57L1,True
chr6,AK9,FIG4,ENSG00000155085.15,ENSG00000112367.10,109691217,109691312,95,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AK9_FIG4,True
chr6,WASF1,CDC40,ENSG00000112290.13,ENSG00000168438.15,110180004,110180141,137,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WASF1_CDC40,True
chr6,TUBE1,FAM229B,ENSG00000074935.14,ENSG00000203778.8,112087529,112087591,62,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TUBE1_FAM229B,False
chr6,TSPYL4,DSE,ENSG00000187189.11,ENSG00000111817.17,116254075,116254173,98,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TSPYL4_DSE,False
chr6,SERINC1,PKIB,ENSG00000111897.7,ENSG00000135549.15,122471807,122471917,110,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SERINC1_PKIB,False
chr6,SOGA3,C6orf58,ENSG00000214338.10,ENSG00000184530.9,127519191,127519455,264,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SOGA3_C6orf58,False
chr6,SAMD3,TMEM200A,ENSG00000164483.17,ENSG00000164484.11,130365425,130365734,309,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SAMD3_TMEM200A,False
chr6,MED23,ENPP3,ENSG00000112282.18,ENSG00000154269.15,131628242,131628442,200,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MED23_ENPP3,False
chr6,ADAT2,PEX3,ENSG00000189007.16,ENSG00000034693.15,143450695,143450805,110,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ADAT2_PEX3,True
chr6,RMND1,ARMT1,ENSG00000155906.19,ENSG00000146476.11,151452158,151452258,100,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RMND1_ARMT1,True
chr6,SERAC1,GTF2H5,ENSG00000122335.17,ENSG00000272047.2,158168280,158168350,70,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SERAC1_GTF2H5,True
chr6,TCP1,MRPL18,ENSG00000120438.12,ENSG00000112110.10,159789703,159789812,109,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TCP1_MRPL18,True
chr6,WDR27,C6orf120,ENSG00000184465.16,ENSG00000185127.6,169702067,169702190,123,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WDR27_C6orf120,True
chr6,TCTE3,ERMARD,ENSG00000184786.6,ENSG00000130023.16,169751587,169751622,35,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TCTE3_ERMARD,False
chr6,PSMB1,TBP,ENSG00000008018.9,ENSG00000112592.14,170553307,170554302,995,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PSMB1_TBP,True
chr7,AC069288.1,NUDT1,ENSG00000286192.1,ENSG00000106268.15,2242215,2242222,7,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AC069288.1_NUDT1,False
chr7,PMS2,AIMP2,ENSG00000122512.16,ENSG00000106305.10,6009106,6009255,149,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PMS2_AIMP2,True
chr7,ANKMY2,BZW2,ENSG00000106524.9,ENSG00000136261.15,16645817,16646131,314,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ANKMY2_BZW2,True
chr7,FKBP14,PLEKHA8,ENSG00000106080.10,ENSG00000106086.20,30026684,30027404,720,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FKBP14_PLEKHA8,True
chr7,LSM5,AVL9,ENSG00000106355.10,ENSG00000105778.19,32495283,32495426,143,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LSM5_AVL9,True
chr7,RP9,BBS9,ENSG00000164610.9,ENSG00000122507.21,33109404,33109557,153,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RP9_BBS9,True
chr7,MPLKIP,SUGCT,ENSG00000168303.9,ENSG00000175600.15,40134622,40134977,355,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MPLKIP_SUGCT,True
chr7,PSMA2,MRPL32,ENSG00000106588.11,ENSG00000106591.4,42932185,42932376,191,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PSMA2_MRPL32,True
chr7,URGCP,UBE2D4,ENSG00000106608.16,ENSG00000078967.13,43926411,43926436,25,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,URGCP_UBE2D4,True
chr7,PSPH,CCT6A,ENSG00000146733.14,ENSG00000146731.11,56051604,56051685,81,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PSPH_CCT6A,True
chr7,TRIM50,FKBP6,ENSG00000146755.11,ENSG00000077800.13,73328082,73328161,79,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TRIM50_FKBP6,False
chr7,STYXL1,MDH2,ENSG00000127952.17,ENSG00000146701.12,76048004,76048051,47,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,STYXL1_MDH2,True
chr7,TMEM60,PHTF2,ENSG00000135211.6,ENSG00000006576.16,77798434,77798792,358,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM60_PHTF2,True
chr7,AC000120.3,ANKIB1,ENSG00000285953.1,ENSG00000001629.10,92245924,92245974,50,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AC000120.3_ANKIB1,False
chr7,PEX1,RBM48,ENSG00000127980.16,ENSG00000127993.16,92528520,92528773,253,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PEX1_RBM48,True
chr7,TECPR1,BRI3,ENSG00000205356.10,ENSG00000164713.10,98252232,98252379,147,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TECPR1_BRI3,True
chr7,PDAP1,BUD31,ENSG00000106244.13,ENSG00000106245.11,99408597,99408641,44,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PDAP1_BUD31,True
chr7,FAM200A,AC005020.2,ENSG00000221909.3,ENSG00000272647.3,99558536,99558695,159,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FAM200A_AC005020.2,False
chr7,GPC2,STAG3,ENSG00000213420.8,ENSG00000066923.17,100177381,100177563,182,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GPC2_STAG3,False
chr7,ALKBH4,LRWD1,ENSG00000160993.4,ENSG00000161036.13,102464863,102464956,93,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ALKBH4_LRWD1,True
chr7,FBXL13,ARMC10,ENSG00000161040.16,ENSG00000170632.14,103074843,103074881,38,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FBXL13_ARMC10,False
chr7,ATXN7L1,CDHR3,ENSG00000146776.14,ENSG00000128536.16,105876604,105876796,192,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATXN7L1_CDHR3,True
chr7,THAP5,DNAJB9,ENSG00000177683.14,ENSG00000128590.5,108569750,108569867,117,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,THAP5_DNAJB9,True
chr7,DOCK4,ZNF277,ENSG00000128512.22,ENSG00000198839.10,112206411,112206695,284,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DOCK4_ZNF277,False
chr7,CREB3L2,AKR1D1,ENSG00000182158.15,ENSG00000122787.15,138002086,138002324,238,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CREB3L2_AKR1D1,False
chr7,ZNF425,ZNF398,ENSG00000204947.9,ENSG00000197024.9,149126324,149126416,92,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF425_ZNF398,False
chr8,CNOT7,VPS37A,ENSG00000198791.12,ENSG00000155975.10,17246878,17246931,53,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CNOT7_VPS37A,True
chr8,KCTD9,CDCA2,ENSG00000104756.16,ENSG00000184661.14,25458476,25459199,723,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,KCTD9_CDCA2,True
chr8,TRIM35,PTK2B,ENSG00000104228.13,ENSG00000120899.18,27311272,27311482,210,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TRIM35_PTK2B,True
chr8,INTS9,HMBOX1,ENSG00000104299.15,ENSG00000147421.18,28890242,28890395,153,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,INTS9_HMBOX1,True
chr8,PURG,WRN,ENSG00000172733.11,ENSG00000165392.10,31033715,31033788,73,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PURG_WRN,False
chr8,TM2D2,ADAM9,ENSG00000169490.17,ENSG00000168615.12,38996824,38996869,45,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TM2D2_ADAM9,True
chr8,PRKDC,MCM4,ENSG00000253729.7,ENSG00000104738.18,47960183,47960185,2,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PRKDC_MCM4,True
chr8,TMEM68,TGS1,ENSG00000167904.15,ENSG00000137574.11,55773407,55773446,39,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM68_TGS1,True
chr8,PLAG1,CHCHD7,ENSG00000181690.8,ENSG00000170791.18,56211324,56211686,362,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PLAG1_CHCHD7,False
chr8,VCPIP1,SGK3,ENSG00000175073.8,ENSG00000104205.15,66667231,66667552,321,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,VCPIP1_SGK3,True
chr8,LACTB2,XKR9,ENSG00000147592.9,ENSG00000221947.8,70669185,70669339,154,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LACTB2_XKR9,True
chr8,ELOC,TMEM70,ENSG00000154582.16,ENSG00000175606.11,73972287,73972437,150,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ELOC_TMEM70,True
chr8,RBIS,CA13,ENSG00000176731.12,ENSG00000185015.8,85220421,85220587,166,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RBIS_CA13,True
chr8,RMDN1,CPNE3,ENSG00000176623.12,ENSG00000085719.13,86514357,86514435,78,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RMDN1_CPNE3,True
chr8,TMEM64,NECAB1,ENSG00000180694.14,ENSG00000123119.12,90791632,90791741,109,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM64_NECAB1,False
chr8,MTERF3,PTDSS1,ENSG00000156469.9,ENSG00000156471.13,96261610,96261902,292,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MTERF3_PTDSS1,True
chr8,RIDA,POP1,ENSG00000132541.11,ENSG00000104356.11,98117171,98117293,122,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RIDA_POP1,True
chr8,NUDCD1,ENY2,ENSG00000120526.11,ENSG00000120533.13,109334118,109334324,206,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NUDCD1_ENY2,True
chr8,ATAD2,WDYHV1,ENSG00000156802.13,ENSG00000156795.8,123416350,123416726,376,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATAD2_WDYHV1,True
chr8,BOP1,HSF1,ENSG00000261236.8,ENSG00000185122.11,144291438,144291591,153,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BOP1_HSF1,True
chr8,CYHR1,KIFC2,ENSG00000187954.12,ENSG00000167702.12,144465677,144466043,366,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CYHR1_KIFC2,True
chr8,RECQL4,LRRC14,ENSG00000160957.13,ENSG00000160959.8,144517845,144517992,147,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RECQL4_LRRC14,True
chr9,SAXO1,RRAGA,ENSG00000155875.15,ENSG00000155876.6,19049358,19049427,69,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SAXO1_RRAGA,False
chr9,APTX,DNAJA1,ENSG00000137074.19,ENSG00000086061.16,33025130,33025273,143,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,APTX_DNAJA1,True
chr9,BAG1,CHMP5,ENSG00000107262.23,ENSG00000086065.14,33264720,33264879,159,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BAG1_CHMP5,True
chr9,SIGMAR1,GALT,ENSG00000147955.17,ENSG00000213930.11,34637809,34638133,324,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SIGMAR1_GALT,True
chr9,TLN1,CREB3,ENSG00000137076.21,ENSG00000107175.12,35732195,35732598,403,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TLN1_CREB3,True
chr9,GBA2,RGP1,ENSG00000070610.14,ENSG00000107185.10,35749228,35749287,59,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GBA2_RGP1,True
chr9,ABHD17B,C9orf85,ENSG00000107362.13,ENSG00000155621.15,71910931,71911510,579,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ABHD17B_C9orf85,True
chr9,NMRK1,OSTF1,ENSG00000106733.21,ENSG00000134996.12,75088217,75088514,297,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NMRK1_OSTF1,False
chr9,HNRNPK,RMI1,ENSG00000165119.21,ENSG00000178966.16,83980616,83980711,95,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HNRNPK_RMI1,True
chr9,NOL8,CENPP,ENSG00000198000.12,ENSG00000188312.14,92325636,92325953,317,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NOL8_CENPP,True
chr9,TSTD2,NCBP1,ENSG00000136925.15,ENSG00000136937.13,97633368,97633668,300,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TSTD2_NCBP1,True
chr9,ALG2,SEC61B,ENSG00000119523.10,ENSG00000106803.10,99221942,99222064,122,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ALG2_SEC61B,True
chr9,ERP44,INVS,ENSG00000023318.8,ENSG00000119509.13,100099000,100099243,243,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ERP44_INVS,True
chr9,MRPL50,ZNF189,ENSG00000136897.8,ENSG00000136870.10,101398618,101398873,255,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MRPL50_ZNF189,True
chr9,TMEM246,RNF20,ENSG00000165152.9,ENSG00000155827.12,101533537,101533853,316,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM246_RNF20,True
chr9,ELP1,ABITRAM,ENSG00000070061.15,ENSG00000119328.12,108934124,108934400,276,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ELP1_ABITRAM,True
